source	title	description	url	publishedAt	content	coder 1	movie 1	topic 1	coder 2	movie 2	topic 2	Flag for checks		resolution movie	resolution topic	final movie	final topic
/FILM	The Marvels Suggests A Strange Plan For The MCU's X-Men – But What Happens Next?	The Marvels mid-credits scene includes quite the surprise for longtime fans of the X-Men movies, but what does this mean for their place in the MCU&amp;#39;s future?	https://www.slashfilm.com/1442979/the-marvels-strange-plan-mcu-x-men-future/	2023-11-10T16:00:00Z	Warning: This article contains majorspoilersfor "The Marvels." "The Marvels" has finally arrived, and it may well be the last Marvel Cinematic Universe movie to grace our screens for a good while. "… [+1932 chars]	Juan	Marvels	Plot	Nolin	Marvels	Promo			Marvels	Plot	Marvels	Plot
/FILM	The Marvels Is At Its Best When It's A Sequel To Ms. Marvel	The Marvels gives us three main characters to follow, but it&amp;#39;s Ms. Marvel, aka Kamala Khan, and her whole family who shine the brightest in the sequel	https://www.slashfilm.com/1441600/the-marvels-best-when-sequel-to-ms-marvel/	2023-11-10T15:00:12Z	Speaking to Variety, director Nia DaCosta described the film as "really wacky and silly," and that is mostly thanks to the Khans and the "Ms. Marvel" connection. Captain Marvel is a rather somber cha… [+1976 chars]	Juan	Marvels	Plot	Nolin	Marvels	Plot					Marvels	Plot
/FILM	The Marvels Box Office Points To A Major Problem In Hollywood, Not Just Marvel	Unfortunately for Disney (and Hollywood in general), larger budgets have become the norm of late. The Marvels is the latest example of why that&amp;#39;s a big problem.	https://www.slashfilm.com/1445692/the-marvels-box-office-major-problem-hollywood/	2023-11-13T21:00:47Z	The pandemic not only forced Hollywood to shut down for the better part of the year, but it pushed the industry rapidly towards streaming. Disney+ launched and, with that, Marvel needed to become an … [+1793 chars]	Juan	Marvels	Box	Nolin	Marvels	Box	article is more about like the problem the challenge of big-budget movies				Marvels	Box
Just Jared	Here's Why Taylor Swift Didn't Attend Beyonce's Movie Premiere After Bey’s Surprise 'Eras Tour' Premiere Appearance	Taylor Swift is missing the premiere of Beyonce‘s new movie Renaissance: A Film By Beyonce on Saturday night (November 25), but she has a very good reason. If you forgot, the “Break Me Soul” superstar was a surprise celebrity guest on the red carpet when Tayl…	https://www.justjared.com/2023/11/25/why-taylor-swift-missed-beyonces-movie-premiere/	2023-11-26T02:51:15Z	Taylor Swift is missing the premiere of Beyonce‘s new movie Renaissance: A Film By Beyonce on Saturday night (November 25), but she has a very good reason.  If you forgot, the “Break Me Soul” supers… [+1008 chars]	Juan	Renaissance	Promo	Nolin	Renaissance	Promo					Renaissance	Promo
Just Jared	Taylor Swift Shines in Silver as She Supports Beyonce at 'Renaissance' Film Premiere in London!	Taylor Swift is showing her support for Beyonce! The 33-year-old “Cruel Summer” singer posed for photos on the black carpet as she arrived at the Renaissance: A Film By Beyonce premiere on Thursday (November 30) in London, England. PHOTOS: Check out the lates…	https://www.justjared.com/2023/11/30/taylor-swift-shines-in-silver-as-she-supports-beyonce-at-renaissance-film-premiere-in-london/	2023-11-30T21:43:56Z	Taylor Swift is showing her support for Beyonce! The 33-year-old “Cruel Summer” singer posed for photos on the black carpet as she arrived at the Renaissance: A Film By Beyonce premiere on Thursday … [+914 chars]	Juan	Renaissance	Promo	Nolin	Renaissance	Promo					Renaissance	Promo
Just Jared	Beyonce Shines Brighter Than the Crown Jewels in Stunning Look While Celebrating London Premiere	Beyonce made a fabulous statement while celebrating the premiere of her new movie Renaissance: A Film By Beyonce in London, England. The “Break My Soul” icon attended the premiere with her daughter Blue Ivy on Thursday (November 30). After it wrapped up, she …	https://www.justjared.com/2023/12/01/beyonce-shines-brighter-than-the-crown-jewels-in-stunning-look-while-celebrating-london-premiere/	2023-12-01T22:52:57Z	Beyonce made a fabulous statement while celebrating the premiere of her new movie Renaissance: A Film By Beyonce in London, England.  The “Break My Soul” icon attended the premiere with her daughter… [+988 chars]	Juan	Renaissance	Promo	Nolin	Renaissance	Promo					Renaissance	Promo
Just Jared	Beyonce Reflects on 'Renaissance' Movie & Its Impact, Explains Why It Was '1 of the Hardest' Projects	Beyonce is opening up about the smash success of her new tour movie and documentary Renaissance: A Film By Beyonce. The global icon’s movie premiered last week to rave reviews and raced to the top of the box office with solid ticket sales. On Wednesday (Decem…	https://www.justjared.com/2023/12/06/beyonce-reflects-on-renaissance-movie-its-impact-explains-why-it-was-1-of-the-hardest-projects/	2023-12-07T03:54:35Z	Beyonce is opening up about the smash success of her new tour movie and documentary Renaissance: A Film By Beyonce. The global icon’s movie premiered last week to rave reviews and raced to the top o… [+2031 chars]	Juan	Renaissance	Box	Nolin	Renaissance	Box	interview style so could be promo but they do talk about box office				Renaissance	Box
MobileSyrup	Martin Scorsese’s Killers of the Moon hits digital on December 5	Killers of the Moon hits digital premium on demand (PVOD) platforms on December 5th. The critically-acclaimed original film opened in theatres on October 20th. An Apple TV+ premiere date has not yet been confirmed. Killers of the Flower Moon is a 2023 America…	https://mobilesyrup.com/2023/12/04/killer-of-the-moon-digital-release-december-5/	2023-12-04T22:55:44Z	Killers of the Moon hits digital premium on demand (PVOD) platforms on December 5th. The critically-acclaimed original film opened in theatres on October 20th. An Apple TV+ premiere date has not yet … [+879 chars]	Juan	KOTFM	Streaming	Nolin	KOTFM	Streaming					KOTFM	Streaming
Livejournal.com	Lily Gladstone on the lack of FBI scenes in "Killers of the Flower Moon"	Lily Gladstone on why it’s best that #KillersOfTheFlowerMoon didn’t focus on a criminal investigation: “How unfortunate it would've been for audiences to walk away under the impression that the FBI are the saviors of Native women.” https://t.co/GEfGKNGZO6 pic…	https://ohnotheydidnt.livejournal.com/127267750.html	2023-11-18T17:00:41Z	Lily Gladstone on why its best that #KillersOfTheFlowerMoon didnt focus on a criminal investigation: How unfortunate it would've been for audiences to walk away under the impression that the FBI are … [+1622 chars]	Juan	KOTFM	Promo	Nolin	KOTFM	Promo	*				KOTFM	Promo
Vulture	Take the Plastic Off the AMC Signature Recliners	Don’t be funny with her money, honey. ‘Renaissance: A Film by Beyoncé’ took the number one spot at the box office, earning a domestic total of $21 million in its debut weekend.	http://www.vulture.com/2023/12/renaissance-beyonce-tops-box-office.html	2023-12-03T21:01:18Z	Audiences put Beyoncés love  movie on top, with Renaissance: A Film by Beyoncé officially landing the number one spot at the box office. According to Variety, the concert film earned $21 million dom… [+1003 chars]	Juan	Renaissance	Box	Nolin	Renaissance	Box					Renaissance	Box
VOA News	'The Marvels' Melts Down at Box Office, Marking New Low for MCU	Since 2008's "Iron Man," the Marvel machine has been one of the most unstoppable forces in box-office history. Now, though, that aura of invincibility is showing signs of wear and tear. The superhero factory hit a new low with the weekend launch of "The Marve…	https://www.voanews.com/a/the-marvels-melts-down-at-box-office-marking-new-low-for-mcu/7351960.html	2023-11-12T22:01:26Z	New York  Since 2008's "Iron Man," the Marvel machine has been one of the most unstoppable forces in box-office history. Now, though, that aura of invincibility is showing signs of wear and tear. The… [+5547 chars]	Juan	Marvels	Box	Nolin	Marvels	Box					Marvels	Box
ABC News (AU)	'A great reckoning of our history': Leonardo DiCaprio talks Martin Scorsese's new film, Killers of The Flower Moon	Hollywood royalty Martin Scorsese, Leonardo DiCaprio and Robert De Niro team up with Lily Gladstone to bring to the big screen the true events that rocked the Osage Nation in 1920s Oklahoma.	https://www.abc.net.au/news/2023-11-20/dicaprio-gladstone-talk-killers-of-the-flower-moon/103128048	2023-11-20T06:50:02Z	Leonardo DiCaprio teams up with acclaimed director Martin Scorsese once again for the epic adaptation of David Grann's non-fiction book Killers of The Flower Moon. The film by the same name is a Wes… [+4627 chars]	Juan	KOTFM	Promo	Nolin	KOTFM	Promo					KOTFM	Promo
/FILM	Napoleon's Last Stand And The Battle Of Waterloo, Explained	The Battle of Waterloo is one of the most important conflicts in history, but the movie Napoleon barely explains what the heck is going on.	https://www.slashfilm.com/1456019/napoleons-last-stand-battle-of-waterloo-explained/	2023-11-28T18:00:23Z	In the end, Waterloo was the second deadliest battle in the Napoleonic Wars. "Between 25,000 to 31,000 Frenchmen were killed or wounded," Roberts writes, whereas there were over 24,000 casualties on … [+1470 chars]	Juan	Napoleon	Plot	Nolin	Napoleon	Plot					Napoleon	Plot
Screen Rant	2023's Box Office Makes Josh Hutcherson The Big Winner Of The Hunger Games Franchise	Josh Hutcherson won big at the Box Office in 2023, beating fellow Hunger Games co-star JLaw and the new prequel, The Ballad of Songbirds &amp; Snakes.	https://screenrant.com/fnaf-box-office-josh-hutcherson-beat-hunger-games-jennifer-lawrence/	2023-11-23T16:30:15Z	Summary <ul><li> Josh Hutcherson's film, Five Nights at Freddy's, had a bigger opening weekend and overall box office success than The Hunger Games prequel and Jennifer Lawrence's comedy movie No Ha… [+6339 chars]	Juan	HG	Box	Nolin	HG	Box					HG	Box
Deadline	‘Barbie’ Tribute At Gotham Awards: Watch Greta Gerwig & Margot Robbie’s Witty Speech	Barbie writer-director Greta Gerwig and star-producer Margot Robbie showcased their comedy chops in a one-two bit tonight, thanking the Gotham Awards for a Global Icon & Creator tribute. Watch their speech above. “We love a restaurant in a bank!” said Gerwig …	https://deadline.com/2023/11/barbie-gotham-awards-margot-robbie-greta-gerwig-1235639876/	2023-11-28T04:09:05Z	Barbie writer-director Greta Gerwig and star-producer Margot Robbie showcased their comedy chops in a one-two bit tonight, thanking the Gotham Awards for a Global Icon &amp; Creator tribute. Watch th… [+1887 chars]	Juan	NM		Nolin	NM						NM	
Eonline.com	Leonardo DiCaprio Raps for Guests at Star-Studded 49th Birthday Party	Leonardo DiCaprio's birthday is worthy of a Gatsby-level celebration.  And to ring in his special day, the Oscar winner invited a bevy of A-list stars—including Kim Kardashian, Chris Rock, Snoop...	https://www.eonline.com/news/1389856/leonardo-dicaprio-raps-for-a-list-guests-at-star-studded-49th-birthday-party	2023-11-14T22:06:25Z	Leonardo DiCaprio's birthday is worthy of a Gatsby-level celebration.  And to ring in his special day, the Oscar winner invited a bevy of A-list starsincluding Kim Kardashian, Chris Rock, Snoop Dogg… [+778 chars]	Juan	NR		Nolin	NM				NR		NR	
IndieWire	Kamala Khan Is Marvel’s Not-So-Secret Weapon	Iman Vellani's wide-eyed teen hero is the saving grace of "The Marvels" — and the solid foundation for a new Marvel era.	https://www.indiewire.com/features/commentary/kamala-khan-is-the-marvels-mcu-future-1234924237/	2023-11-11T20:00:00Z	The Marvel Cinematic Universe is well past its peak. All is not lost just yet, however, as there is still a panoply of costume heroes lining up to save the galaxy from danger or time travel or god-k… [+4215 chars]	Juan	Marvels	Plot	Nolin	Marvels	Plot					Marvels	Plot
Knowyourmeme.com	What's The 'O Cholera Czy To Freddy Fazbear' Meme? The Polish 'FNaF' Meme Of A Guy Singing 'Har Har Har' Explained	A Polish man's viral video sparked a classic "Five Nights at Freddy's" meme.	https://knowyourmeme.com/editorials/guides/whats-the-o-cholera-czy-to-freddy-fazbear-meme-the-polish-fnaf-meme-of-a-guy-singing-har-har-har-explained	2023-12-05T20:12:01Z	Over the past year, a viral video of a Polish man saying "O cholera czy to Freddy Fazbear" has cemented itself as a classic Five Nights at Freddy's meme. In the video, he also sings "Har har har" in … [+2193 chars]	Juan	NR		Nolin	FNAF	Promo	fnaf related but does not seem to be about the movie to me		NR		NR	
Vulture	Three Awards Bodies Walk Into a Movies Fantasy League	New York Film Critics Circle, National Board of Review, and Film Independent Spirit Awards have weighed in on the best movies of the year. Here’s how it shakes up the MFL leaderboard.	http://www.vulture.com/2023/12/nbr-nyfcc-film-independent-spirit-awards-movies-league.html	2023-12-07T23:00:43Z	This is the latest edition of the Movies Fantasy League newsletter. The drafting window for this season has closed, but you can still sign up to get the newsletter, which provides a weekly recap of b… [+8864 chars]	Juan	NM		Nolin	NM						NM	
Los Angeles Times	2024 Oscars shaping up as a 'Barbenheimer' sequel	"Barbie" and "Oppenheimer" ruled the summer. Now it looks like they'll take over the Oscars. We comb through the categories to see how many nominations they'll likely earn.	https://www.latimes.com/entertainment-arts/awards/story/2023-11-13/barbenheimer-oscars-barbie-oppenheimer-nominations-predictions	2023-11-13T13:00:24Z	A long time ago relatively, in this short-attention-span age and at multiplexes not so far away, the simultaneous theatrical release of Barbie and Oppenheimer was pretty much all anyone could talk ab… [+7872 chars]	Juan	NM		Nolin	NM		this is about barbie and oppenheimer				NM	
